name	function
9606.ENSP00000264595	[ 1.  1.]
9606.ENSP00000417573	[ 1.  1.]
9606.ENSP00000202816	[ 1.  0.]
9606.ENSP00000356828	[ 0.  0.]
9606.ENSP00000371994	[ 1.  0.]
9606.ENSP00000363734	[-1 -1]
9606.ENSP00000454268	[ 1.  0.]
9606.ENSP00000448035	[ 1.  0.]
9606.ENSP00000362255	[ 1.  0.]
9606.ENSP00000379204	[ 1.  0.]
9606.ENSP00000469468	[ 1.  1.]
9606.ENSP00000307260	[-1 -1]
9606.ENSP00000343782	[ 1.  1.]
9606.ENSP00000351813	[ 1.  1.]
9606.ENSP00000356886	[-1 -1]
9606.ENSP00000223210	[ 0.  0.]
9606.ENSP00000243563	[ 1.  1.]
9606.ENSP00000318974	[-1 -1]
9606.ENSP00000362688	[ 1.  1.]
9606.ENSP00000216341	[ 1.  1.]
9606.ENSP00000386520	[ 0.  0.]
9606.ENSP00000446714	[ 1.  1.]
9606.ENSP00000259456	[ 1.  1.]
9606.ENSP00000236979	[ 1.  1.]
9606.ENSP00000378254	[ 1.  1.]
9606.ENSP00000395929	[ 0.  0.]
9606.ENSP00000323580	[ 1.  1.]
9606.ENSP00000279804	[ 1.  0.]
9606.ENSP00000364815	[ 1.  1.]
9606.ENSP00000329008	[ 0.  0.]
9606.ENSP00000368987	[ 1.  0.]
9606.ENSP00000357153	[ 1.  1.]
9606.ENSP00000289473	[ 0.  0.]
9606.ENSP00000364270	[ 1.  1.]
9606.ENSP00000374212	[ 1.  1.]
9606.ENSP00000362546	[ 1.  1.]
9606.ENSP00000266383	[ 1.  0.]
9606.ENSP00000261888	[ 1.  1.]
9606.ENSP00000160373	[ 1.  1.]
9606.ENSP00000246166	[ 1.  1.]
9606.ENSP00000261937	[ 1.  0.]
9606.ENSP00000322649	[ 1.  0.]
9606.ENSP00000297524	[ 1.  0.]
9606.ENSP00000232975	[ 1.  1.]
9606.ENSP00000217423	[ 1.  0.]
9606.ENSP00000300161	[ 1.  1.]
9606.ENSP00000329117	[ 1.  0.]
9606.ENSP00000366015	[-1 -1]
9606.ENSP00000380671	[ 1.  0.]
9606.ENSP00000245934	[ 1.  1.]
9606.ENSP00000361626	[ 1.  1.]
9606.ENSP00000232496	[ 1.  1.]
9606.ENSP00000427820	[-1 -1]
9606.ENSP00000301031	[-1 -1]
9606.ENSP00000260327	[ 0.  0.]
9606.ENSP00000264234	[ 1.  0.]
9606.ENSP00000337452	[ 1.  0.]
9606.ENSP00000357922	[ 1.  1.]
9606.ENSP00000354130	[ 1.  1.]
9606.ENSP00000222329	[ 0.  0.]
9606.ENSP00000365745	[ 0.  0.]
9606.ENSP00000465204	[-1 -1]
9606.ENSP00000401653	[ 0.  0.]
9606.ENSP00000468236	[ 1.  0.]
9606.ENSP00000226105	[ 1.  1.]
9606.ENSP00000070846	[ 1.  0.]
9606.ENSP00000367432	[ 1.  0.]
9606.ENSP00000283254	[ 1.  1.]
9606.ENSP00000386951	[-1 -1]
9606.ENSP00000308383	[ 1.  0.]
9606.ENSP00000261303	[ 1.  1.]
9606.ENSP00000353847	[ 1.  1.]
9606.ENSP00000311833	[ 1.  0.]
9606.ENSP00000399078	[ 0.  0.]
9606.ENSP00000381494	[ 1.  1.]
9606.ENSP00000319476	[ 1.  0.]
9606.ENSP00000318119	[-1 -1]
9606.ENSP00000342502	[ 0.  0.]
9606.ENSP00000376899	[ 1.  1.]
9606.ENSP00000270001	[ 0.  0.]
9606.ENSP00000264852	[ 1.  0.]
9606.ENSP00000421686	[-1 -1]
9606.ENSP00000270459	[ 0.  0.]
9606.ENSP00000281142	[ 1.  1.]
9606.ENSP00000380174	[ 0.  0.]
9606.ENSP00000305648	[ 0.  0.]
9606.ENSP00000271843	[ 1.  1.]
9606.ENSP00000311977	[ 0.  0.]
9606.ENSP00000357199	[ 1.  0.]
9606.ENSP00000329915	[ 1.  1.]
9606.ENSP00000219197	[ 1.  0.]
9606.ENSP00000289877	[ 1.  0.]
9606.ENSP00000251864	[ 1.  1.]
9606.ENSP00000245457	[ 0.  0.]
9606.ENSP00000326579	[ 1.  1.]
9606.ENSP00000468977	[ 1.  0.]
9606.ENSP00000246551	[ 1.  0.]
9606.ENSP00000321021	[-1 -1]
9606.ENSP00000308897	[ 0.  0.]
9606.ENSP00000270586	[ 1.  1.]
9606.ENSP00000398704	[ 0.  0.]
9606.ENSP00000377910	[ 0.  0.]
9606.ENSP00000267294	[ 0.  0.]
9606.ENSP00000406577	[ 0.  0.]
9606.ENSP00000417052	[ 1.  1.]
9606.ENSP00000310668	[ 1.  1.]
9606.ENSP00000417653	[ 1.  1.]
9606.ENSP00000253861	[ 1.  1.]
9606.ENSP00000402608	[ 1.  1.]
9606.ENSP00000346294	[ 1.  1.]
9606.ENSP00000350552	[ 0.  0.]
9606.ENSP00000359526	[ 1.  0.]
9606.ENSP00000272937	[ 0.  0.]
9606.ENSP00000257622	[ 0.  0.]
9606.ENSP00000304440	[ 1.  0.]
9606.ENSP00000222969	[-1 -1]
9606.ENSP00000296181	[ 1.  0.]
9606.ENSP00000339587	[ 1.  1.]
9606.ENSP00000268719	[-1 -1]
9606.ENSP00000406327	[ 1.  1.]
9606.ENSP00000360968	[ 1.  0.]
9606.ENSP00000361170	[ 1.  1.]
9606.ENSP00000308413	[ 0.  0.]
9606.ENSP00000386165	[ 0.  0.]
9606.ENSP00000330382	[ 1.  0.]
9606.ENSP00000345853	[ 0.  0.]
9606.ENSP00000339109	[ 1.  1.]
9606.ENSP00000226796	[ 1.  1.]
9606.ENSP00000447378	[ 1.  0.]
9606.ENSP00000310861	[ 1.  1.]
9606.ENSP00000357986	[ 1.  1.]
9606.ENSP00000405574	[ 1.  1.]
9606.ENSP00000355599	[ 0.  0.]
9606.ENSP00000359788	[-1 -1]
9606.ENSP00000373184	[-1 -1]
9606.ENSP00000235628	[ 0.  0.]
9606.ENSP00000253794	[ 1.  1.]
9606.ENSP00000239690	[ 1.  1.]
9606.ENSP00000441354	[ 1.  0.]
9606.ENSP00000364240	[-1 -1]
9606.ENSP00000398798	[ 0.  0.]
9606.ENSP00000367214	[-1 -1]
9606.ENSP00000302234	[ 1.  0.]
9606.ENSP00000360967	[ 1.  0.]
9606.ENSP00000289820	[ 1.  1.]
9606.ENSP00000356560	[-1 -1]
9606.ENSP00000421191	[-1 -1]
9606.ENSP00000215531	[ 1.  0.]
9606.ENSP00000367086	[ 1.  1.]
9606.ENSP00000457689	[-1 -1]
9606.ENSP00000343867	[ 0.  0.]
9606.ENSP00000305919	[ 0.  0.]
9606.ENSP00000216373	[ 0.  0.]
9606.ENSP00000379804	[ 0.  0.]
9606.ENSP00000367564	[-1 -1]
9606.ENSP00000321951	[ 1.  0.]
9606.ENSP00000394086	[-1 -1]
9606.ENSP00000302603	[ 0.  0.]
9606.ENSP00000357251	[ 1.  0.]
9606.ENSP00000384716	[ 1.  1.]
9606.ENSP00000311336	[ 1.  1.]
9606.ENSP00000381412	[ 1.  1.]
9606.ENSP00000379754	[-1 -1]
9606.ENSP00000415026	[ 1.  0.]
9606.ENSP00000295131	[ 0.  0.]
9606.ENSP00000377075	[ 1.  1.]
9606.ENSP00000384115	[ 0.  0.]
9606.ENSP00000266041	[ 1.  1.]
9606.ENSP00000252744	[ 0.  0.]
9606.ENSP00000358529	[ 1.  0.]
9606.ENSP00000227524	[ 1.  1.]
9606.ENSP00000340590	[ 0.  0.]
9606.ENSP00000409612	[ 1.  1.]
9606.ENSP00000299213	[ 1.  1.]
9606.ENSP00000420267	[ 0.  0.]
9606.ENSP00000250076	[ 0.  0.]
9606.ENSP00000257181	[ 1.  1.]
9606.ENSP00000333873	[ 1.  1.]
9606.ENSP00000385892	[-1 -1]
9606.ENSP00000411132	[ 0.  0.]
9606.ENSP00000414208	[ 0.  0.]
9606.ENSP00000354340	[ 1.  1.]
9606.ENSP00000309524	[ 0.  0.]
9606.ENSP00000320295	[ 1.  1.]
9606.ENSP00000318822	[ 1.  1.]
9606.ENSP00000402935	[ 1.  0.]
9606.ENSP00000366950	[ 1.  1.]
9606.ENSP00000251921	[-1 -1]
9606.ENSP00000312615	[ 1.  0.]
9606.ENSP00000260662	[ 1.  1.]
9606.ENSP00000347298	[-1 -1]
9606.ENSP00000350848	[ 1.  1.]
9606.ENSP00000303437	[ 1.  0.]
9606.ENSP00000410910	[-1 -1]
9606.ENSP00000273695	[ 1.  0.]
9606.ENSP00000304769	[ 0.  0.]
9606.ENSP00000299798	[ 0.  0.]
9606.ENSP00000348911	[ 1.  0.]
9606.ENSP00000402084	[ 1.  1.]
9606.ENSP00000303575	[ 1.  0.]
9606.ENSP00000460823	[ 1.  1.]
9606.ENSP00000369573	[ 0.  0.]
9606.ENSP00000306682	[ 0.  0.]
9606.ENSP00000439287	[ 1.  0.]
9606.ENSP00000261435	[ 1.  1.]
9606.ENSP00000382327	[ 1.  1.]
9606.ENSP00000331897	[ 1.  1.]
9606.ENSP00000246914	[ 1.  1.]
9606.ENSP00000339155	[ 0.  0.]
9606.ENSP00000390661	[ 1.  0.]
9606.ENSP00000279791	[ 1.  0.]
9606.ENSP00000267568	[ 0.  0.]
9606.ENSP00000281172	[ 1.  1.]
9606.ENSP00000363395	[ 0.  0.]
9606.ENSP00000262507	[ 1.  1.]
9606.ENSP00000366876	[ 1.  1.]
9606.ENSP00000238628	[ 1.  1.]
9606.ENSP00000286301	[ 0.  0.]
9606.ENSP00000263269	[ 1.  0.]
9606.ENSP00000384490	[ 1.  1.]
9606.ENSP00000364486	[ 1.  0.]
9606.ENSP00000358956	[ 0.  0.]
9606.ENSP00000252543	[ 1.  1.]
9606.ENSP00000331572	[ 1.  0.]
9606.ENSP00000255992	[-1 -1]
9606.ENSP00000221476	[ 0.  0.]
9606.ENSP00000294740	[ 1.  1.]
9606.ENSP00000356331	[ 1.  1.]
9606.ENSP00000365536	[-1 -1]
9606.ENSP00000295304	[-1 -1]
9606.ENSP00000333310	[ 0.  0.]
9606.ENSP00000157812	[ 1.  1.]
9606.ENSP00000452854	[ 0.  0.]
9606.ENSP00000300051	[ 1.  1.]
9606.ENSP00000325562	[ 1.  1.]
9606.ENSP00000279058	[ 0.  0.]
9606.ENSP00000297625	[ 1.  1.]
9606.ENSP00000382646	[-1 -1]
9606.ENSP00000359171	[ 1.  0.]
9606.ENSP00000346453	[ 1.  1.]
9606.ENSP00000429601	[ 1.  0.]
9606.ENSP00000259365	[ 1.  1.]
9606.ENSP00000266688	[ 1.  0.]
9606.ENSP00000274306	[ 0.  0.]
9606.ENSP00000395653	[ 1.  0.]
9606.ENSP00000302790	[ 1.  1.]
9606.ENSP00000311010	[ 1.  1.]
9606.ENSP00000380157	[ 1.  1.]
9606.ENSP00000300900	[ 1.  1.]
9606.ENSP00000357297	[ 1.  1.]
9606.ENSP00000302120	[ 1.  1.]
9606.ENSP00000231512	[ 1.  0.]
9606.ENSP00000243578	[ 1.  1.]
9606.ENSP00000347140	[ 1.  0.]
9606.ENSP00000233997	[ 1.  1.]
9606.ENSP00000368720	[-1 -1]
9606.ENSP00000250092	[ 0.  0.]
9606.ENSP00000348460	[ 1.  1.]
9606.ENSP00000364263	[ 1.  0.]
9606.ENSP00000441410	[ 0.  0.]
9606.ENSP00000349320	[ 1.  1.]
9606.ENSP00000284268	[ 1.  0.]
9606.ENSP00000364609	[ 0.  0.]
9606.ENSP00000416193	[ 1.  1.]
9606.ENSP00000358327	[ 1.  1.]
9606.ENSP00000314792	[ 1.  1.]
9606.ENSP00000394051	[ 1.  1.]
9606.ENSP00000205386	[ 0.  0.]
9606.ENSP00000338988	[-1 -1]
9606.ENSP00000242729	[ 1.  1.]
9606.ENSP00000326309	[ 0.  0.]
9606.ENSP00000375820	[ 0.  0.]
9606.ENSP00000311766	[ 0.  0.]
9606.ENSP00000280236	[-1 -1]
9606.ENSP00000364261	[ 0.  0.]
9606.ENSP00000330634	[-1 -1]
9606.ENSP00000233954	[ 1.  0.]
9606.ENSP00000301730	[ 1.  1.]
9606.ENSP00000242209	[ 0.  0.]
9606.ENSP00000363041	[ 1.  0.]
9606.ENSP00000327832	[-1 -1]
9606.ENSP00000312208	[ 1.  0.]
9606.ENSP00000283225	[ 1.  0.]
9606.ENSP00000292408	[ 1.  1.]
9606.ENSP00000347210	[ 0.  0.]
9606.ENSP00000354675	[ 1.  0.]
9606.ENSP00000369018	[ 0.  0.]
9606.ENSP00000422591	[ 1.  1.]
9606.ENSP00000247178	[ 1.  1.]
9606.ENSP00000314615	[ 1.  0.]
9606.ENSP00000272641	[-1 -1]
9606.ENSP00000246104	[ 0.  0.]
9606.ENSP00000272424	[ 1.  1.]
9606.ENSP00000259396	[ 1.  0.]
9606.ENSP00000367926	[-1 -1]
9606.ENSP00000260818	[ 1.  1.]
9606.ENSP00000395505	[-1 -1]
9606.ENSP00000360183	[ 1.  1.]
9606.ENSP00000363545	[ 0.  0.]
9606.ENSP00000331766	[ 1.  0.]
9606.ENSP00000324741	[-1 -1]
9606.ENSP00000350071	[ 1.  1.]
9606.ENSP00000433681	[ 1.  1.]
9606.ENSP00000393241	[-1 -1]
9606.ENSP00000251636	[ 1.  1.]
9606.ENSP00000363714	[-1 -1]
9606.ENSP00000328090	[ 1.  0.]
9606.ENSP00000298282	[ 1.  1.]
9606.ENSP00000369292	[ 1.  1.]
9606.ENSP00000262374	[ 1.  0.]
9606.ENSP00000314806	[ 0.  0.]
9606.ENSP00000334145	[ 1.  0.]
9606.ENSP00000322594	[ 1.  1.]
9606.ENSP00000268053	[ 1.  1.]
9606.ENSP00000307292	[ 0.  0.]
9606.ENSP00000313226	[ 1.  0.]
9606.ENSP00000305422	[ 1.  1.]
9606.ENSP00000296129	[ 1.  0.]
9606.ENSP00000226460	[-1 -1]
9606.ENSP00000360988	[-1 -1]
9606.ENSP00000321963	[ 0.  0.]
9606.ENSP00000262085	[ 0.  0.]
9606.ENSP00000222275	[ 1.  0.]
9606.ENSP00000396538	[ 0.  0.]
9606.ENSP00000366534	[ 1.  1.]
9606.ENSP00000438213	[-1 -1]
9606.ENSP00000333401	[ 1.  1.]
9606.ENSP00000472894	[-1 -1]
9606.ENSP00000356278	[ 1.  0.]
9606.ENSP00000342836	[ 1.  0.]
9606.ENSP00000463517	[ 0.  0.]
9606.ENSP00000322242	[ 1.  1.]
9606.ENSP00000274140	[ 1.  1.]
9606.ENSP00000216185	[ 1.  1.]
9606.ENSP00000371940	[-1 -1]
9606.ENSP00000364995	[ 0.  0.]
9606.ENSP00000295962	[ 1.  1.]
9606.ENSP00000203556	[ 0.  0.]
9606.ENSP00000371307	[ 1.  0.]
9606.ENSP00000302537	[ 0.  0.]
9606.ENSP00000291295	[ 1.  1.]
9606.ENSP00000351717	[ 1.  1.]
9606.ENSP00000370253	[ 1.  1.]
9606.ENSP00000294016	[ 1.  0.]
9606.ENSP00000281441	[ 1.  0.]
9606.ENSP00000399013	[ 1.  0.]
9606.ENSP00000353198	[ 1.  0.]
9606.ENSP00000249116	[ 1.  1.]
9606.ENSP00000356386	[-1 -1]
9606.ENSP00000325290	[ 1.  1.]
9606.ENSP00000323635	[ 1.  0.]
9606.ENSP00000357873	[ 1.  1.]
9606.ENSP00000360376	[ 1.  1.]
9606.ENSP00000424598	[ 0.  0.]
9606.ENSP00000333380	[-1 -1]
9606.ENSP00000357791	[ 1.  1.]
9606.ENSP00000292330	[ 0.  0.]
9606.ENSP00000367486	[ 1.  1.]
9606.ENSP00000312107	[ 1.  1.]
9606.ENSP00000217130	[ 0.  0.]
9606.ENSP00000255688	[ 1.  0.]
9606.ENSP00000440915	[-1 -1]
9606.ENSP00000396523	[ 1.  0.]
9606.ENSP00000254803	[ 1.  1.]
9606.ENSP00000222800	[-1 -1]
9606.ENSP00000281043	[ 1.  1.]
9606.ENSP00000392726	[-1 -1]
9606.ENSP00000355340	[ 1.  1.]
9606.ENSP00000379658	[ 1.  1.]
9606.ENSP00000267199	[ 1.  1.]
9606.ENSP00000335655	[ 1.  1.]
9606.ENSP00000339280	[-1 -1]
9606.ENSP00000359364	[ 0.  0.]
9606.ENSP00000215882	[ 1.  1.]
9606.ENSP00000434236	[-1 -1]
9606.ENSP00000353375	[ 1.  1.]
9606.ENSP00000333266	[ 0.  0.]
9606.ENSP00000265838	[ 1.  1.]
9606.ENSP00000219281	[ 1.  1.]
9606.ENSP00000341698	[ 1.  1.]
9606.ENSP00000415200	[ 1.  0.]
9606.ENSP00000341821	[ 0.  0.]
9606.ENSP00000305847	[-1 -1]
9606.ENSP00000357905	[ 1.  1.]
9606.ENSP00000419494	[ 0.  0.]
9606.ENSP00000359258	[ 1.  1.]
9606.ENSP00000361120	[ 0.  0.]
9606.ENSP00000438095	[ 1.  1.]
9606.ENSP00000384396	[ 0.  0.]
9606.ENSP00000392147	[ 1.  1.]
9606.ENSP00000335614	[ 0.  0.]
9606.ENSP00000408910	[ 1.  1.]
9606.ENSP00000337675	[ 1.  1.]
9606.ENSP00000388169	[ 1.  1.]
9606.ENSP00000378856	[ 0.  0.]
9606.ENSP00000240139	[ 0.  0.]
9606.ENSP00000301939	[ 1.  0.]
9606.ENSP00000336528	[ 0.  0.]
9606.ENSP00000276344	[ 0.  0.]
9606.ENSP00000228468	[ 1.  0.]
9606.ENSP00000290823	[ 0.  0.]
9606.ENSP00000352995	[ 1.  1.]
9606.ENSP00000229179	[ 1.  1.]
9606.ENSP00000300403	[ 1.  1.]
9606.ENSP00000318629	[ 1.  1.]
9606.ENSP00000261588	[ 1.  1.]
9606.ENSP00000251250	[-1 -1]
9606.ENSP00000349576	[ 0.  0.]
9606.ENSP00000305069	[ 1.  1.]
9606.ENSP00000309474	[ 0.  0.]
9606.ENSP00000234626	[ 1.  1.]
9606.ENSP00000037869	[ 1.  1.]
9606.ENSP00000368039	[-1 -1]
9606.ENSP00000337255	[ 1.  1.]
9606.ENSP00000334134	[ 1.  0.]
9606.ENSP00000352401	[ 1.  1.]
9606.ENSP00000371546	[ 1.  1.]
9606.ENSP00000340505	[ 0.  0.]
9606.ENSP00000365081	[-1 -1]
9606.ENSP00000448598	[ 1.  1.]
9606.ENSP00000269349	[ 1.  1.]
9606.ENSP00000300441	[ 0.  0.]
9606.ENSP00000426826	[-1 -1]
9606.ENSP00000295757	[ 1.  1.]
9606.ENSP00000361982	[ 0.  0.]
9606.ENSP00000300055	[-1 -1]
9606.ENSP00000356476	[ 0.  0.]
9606.ENSP00000313199	[ 1.  1.]
9606.ENSP00000384881	[ 1.  0.]
9606.ENSP00000340596	[-1 -1]
9606.ENSP00000362841	[ 1.  0.]
9606.ENSP00000429273	[ 1.  0.]
9606.ENSP00000467286	[ 0.  0.]
9606.ENSP00000244576	[ 0.  0.]
9606.ENSP00000336740	[-1 -1]
9606.ENSP00000304360	[ 0.  0.]
9606.ENSP00000007264	[ 0.  0.]
9606.ENSP00000336817	[-1 -1]
9606.ENSP00000332723	[ 1.  1.]
9606.ENSP00000349616	[ 1.  0.]
9606.ENSP00000258302	[ 0.  0.]
9606.ENSP00000392617	[ 1.  1.]
9606.ENSP00000296847	[-1 -1]
9606.ENSP00000374490	[ 1.  1.]
9606.ENSP00000326227	[ 0.  0.]
9606.ENSP00000339027	[ 1.  1.]
9606.ENSP00000260746	[ 1.  1.]
9606.ENSP00000369339	[ 1.  1.]
9606.ENSP00000384290	[ 1.  0.]
9606.ENSP00000468007	[-1 -1]
9606.ENSP00000365362	[-1 -1]
9606.ENSP00000392407	[-1 -1]
9606.ENSP00000421169	[-1 -1]
9606.ENSP00000389585	[-1 -1]
9606.ENSP00000366522	[ 1.  1.]
9606.ENSP00000206249	[ 1.  1.]
9606.ENSP00000257548	[ 1.  0.]
9606.ENSP00000288050	[ 1.  1.]
9606.ENSP00000440586	[ 1.  1.]
9606.ENSP00000273067	[ 1.  1.]
9606.ENSP00000223864	[ 1.  1.]
9606.ENSP00000334187	[ 0.  0.]
9606.ENSP00000401966	[ 1.  0.]
9606.ENSP00000222122	[ 0.  0.]
9606.ENSP00000340568	[ 1.  1.]
9606.ENSP00000162044	[ 1.  0.]
9606.ENSP00000359283	[ 1.  1.]
9606.ENSP00000260723	[-1 -1]
9606.ENSP00000309649	[ 0.  0.]
9606.ENSP00000332511	[-1 -1]
9606.ENSP00000284898	[ 0.  0.]
9606.ENSP00000157600	[ 1.  0.]
9606.ENSP00000387365	[ 1.  1.]
9606.ENSP00000286380	[ 1.  0.]
9606.ENSP00000266066	[ 0.  0.]
9606.ENSP00000350331	[ 0.  0.]
9606.ENSP00000301178	[ 1.  0.]
9606.ENSP00000292586	[-1 -1]
9606.ENSP00000346151	[ 1.  1.]
9606.ENSP00000293350	[ 0.  0.]
9606.ENSP00000313809	[ 0.  0.]
9606.ENSP00000310935	[ 0.  0.]
9606.ENSP00000352219	[ 1.  1.]
9606.ENSP00000373715	[ 1.  1.]
9606.ENSP00000327467	[ 1.  1.]
9606.ENSP00000339001	[-1 -1]
9606.ENSP00000310814	[ 0.  0.]
9606.ENSP00000260361	[ 1.  1.]
9606.ENSP00000263849	[ 0.  0.]
9606.ENSP00000229134	[ 1.  1.]
9606.ENSP00000324403	[ 0.  0.]
9606.ENSP00000331470	[ 0.  0.]
9606.ENSP00000338706	[ 1.  1.]
9606.ENSP00000335006	[ 0.  0.]
9606.ENSP00000315265	[ 1.  1.]
9606.ENSP00000276123	[ 1.  1.]
9606.ENSP00000420616	[ 1.  1.]
9606.ENSP00000331385	[-1 -1]
9606.ENSP00000312664	[ 1.  1.]
9606.ENSP00000242108	[ 0.  0.]
9606.ENSP00000356729	[ 1.  0.]
9606.ENSP00000300591	[ 0.  0.]
9606.ENSP00000326240	[ 1.  1.]
9606.ENSP00000399982	[ 1.  1.]
9606.ENSP00000298966	[ 1.  0.]
9606.ENSP00000384164	[ 1.  1.]
9606.ENSP00000396976	[ 1.  1.]
9606.ENSP00000279036	[ 1.  1.]
9606.ENSP00000265602	[ 1.  1.]
9606.ENSP00000283943	[ 1.  1.]
9606.ENSP00000442793	[ 1.  0.]
9606.ENSP00000332353	[ 1.  1.]
9606.ENSP00000330199	[ 1.  0.]
9606.ENSP00000292513	[ 0.  0.]
9606.ENSP00000294517	[ 1.  1.]
9606.ENSP00000171111	[ 1.  1.]
9606.ENSP00000224181	[ 1.  0.]
9606.ENSP00000370761	[ 1.  1.]
9606.ENSP00000220531	[ 1.  1.]
9606.ENSP00000313059	[ 1.  1.]
9606.ENSP00000262866	[ 1.  1.]
9606.ENSP00000380692	[ 1.  1.]
9606.ENSP00000254090	[ 1.  0.]
9606.ENSP00000386992	[ 0.  0.]
9606.ENSP00000333018	[-1 -1]
9606.ENSP00000318351	[ 1.  1.]
9606.ENSP00000343204	[ 1.  1.]
9606.ENSP00000300784	[ 0.  0.]
9606.ENSP00000332171	[ 1.  1.]
9606.ENSP00000302768	[ 0.  0.]
9606.ENSP00000417161	[ 1.  1.]
9606.ENSP00000278836	[ 1.  0.]
9606.ENSP00000337854	[ 0.  0.]
9606.ENSP00000336856	[ 0.  0.]
9606.ENSP00000295201	[ 1.  1.]
9606.ENSP00000266560	[ 1.  0.]
9606.ENSP00000246081	[ 0.  0.]
9606.ENSP00000283713	[ 0.  0.]
9606.ENSP00000335201	[ 1.  1.]
9606.ENSP00000377558	[ 1.  1.]
9606.ENSP00000355523	[ 1.  1.]
9606.ENSP00000290795	[ 0.  0.]
9606.ENSP00000283309	[ 1.  1.]
9606.ENSP00000265593	[ 1.  0.]
9606.ENSP00000360822	[-1 -1]
9606.ENSP00000259791	[ 1.  1.]
9606.ENSP00000330031	[ 0.  0.]
9606.ENSP00000310770	[ 1.  1.]
9606.ENSP00000299206	[ 0.  0.]
9606.ENSP00000362207	[ 1.  0.]
9606.ENSP00000310241	[ 1.  0.]
9606.ENSP00000239730	[-1 -1]
9606.ENSP00000250974	[ 0.  0.]
9606.ENSP00000381605	[ 1.  0.]
9606.ENSP00000330432	[-1 -1]
9606.ENSP00000447852	[-1 -1]
9606.ENSP00000307479	[ 1.  1.]
9606.ENSP00000338799	[ 1.  0.]
9606.ENSP00000240874	[ 1.  0.]
9606.ENSP00000457957	[ 0.  0.]
9606.ENSP00000318916	[ 1.  0.]
9606.ENSP00000298546	[ 1.  1.]
9606.ENSP00000319635	[ 1.  1.]
9606.ENSP00000304283	[ 1.  1.]
9606.ENSP00000460167	[-1 -1]
9606.ENSP00000303222	[ 1.  1.]
9606.ENSP00000381949	[ 1.  0.]
9606.ENSP00000314420	[ 1.  1.]
9606.ENSP00000367319	[-1 -1]
9606.ENSP00000258145	[ 0.  0.]
9606.ENSP00000333441	[ 0.  0.]
9606.ENSP00000377148	[ 1.  1.]
9606.ENSP00000226299	[ 1.  1.]
9606.ENSP00000355809	[ 1.  1.]
9606.ENSP00000352111	[-1 -1]
9606.ENSP00000013125	[ 1.  1.]
9606.ENSP00000278193	[ 1.  1.]
9606.ENSP00000310440	[ 1.  0.]
9606.ENSP00000345773	[ 1.  0.]
9606.ENSP00000361025	[ 0.  0.]
9606.ENSP00000264658	[-1 -1]
9606.ENSP00000365152	[ 1.  1.]
9606.ENSP00000290310	[ 1.  1.]
9606.ENSP00000359464	[ 1.  0.]
9606.ENSP00000367743	[ 0.  0.]
9606.ENSP00000321077	[ 0.  0.]
9606.ENSP00000438455	[ 1.  0.]
9606.ENSP00000426528	[ 1.  0.]
9606.ENSP00000359759	[-1 -1]
9606.ENSP00000320935	[ 1.  1.]
9606.ENSP00000352447	[ 1.  0.]
9606.ENSP00000331087	[-1 -1]
9606.ENSP00000392936	[ 0.  0.]
9606.ENSP00000353643	[ 1.  1.]
9606.ENSP00000335566	[ 1.  1.]
9606.ENSP00000364412	[ 0.  0.]
9606.ENSP00000297071	[ 1.  1.]
9606.ENSP00000303231	[ 1.  1.]
9606.ENSP00000246553	[ 0.  0.]
9606.ENSP00000366693	[ 0.  0.]
9606.ENSP00000289932	[ 1.  0.]
9606.ENSP00000257632	[ 1.  0.]
9606.ENSP00000364152	[ 1.  0.]
9606.ENSP00000339095	[ 1.  1.]
9606.ENSP00000307369	[ 0.  0.]
9606.ENSP00000274217	[-1 -1]
9606.ENSP00000293829	[-1 -1]
9606.ENSP00000300187	[ 1.  0.]
9606.ENSP00000394700	[ 0.  0.]
9606.ENSP00000282074	[ 1.  1.]
9606.ENSP00000339404	[ 1.  1.]
9606.ENSP00000292385	[ 1.  0.]
9606.ENSP00000261789	[ 1.  1.]
9606.ENSP00000347931	[ 1.  0.]
9606.ENSP00000302855	[ 0.  0.]
9606.ENSP00000206423	[ 1.  0.]
9606.ENSP00000417980	[ 1.  1.]
9606.ENSP00000319726	[ 1.  1.]
9606.ENSP00000398342	[ 0.  0.]
9606.ENSP00000456021	[-1 -1]
9606.ENSP00000310488	[ 1.  0.]
9606.ENSP00000472847	[ 0.  0.]
9606.ENSP00000323050	[ 1.  1.]
9606.ENSP00000261413	[ 1.  1.]
9606.ENSP00000343212	[ 1.  1.]
9606.ENSP00000369075	[ 1.  1.]
9606.ENSP00000263576	[ 0.  0.]
9606.ENSP00000366847	[ 1.  0.]
9606.ENSP00000345895	[ 1.  1.]
9606.ENSP00000330384	[ 0.  0.]
9606.ENSP00000362441	[ 1.  1.]
9606.ENSP00000368237	[ 1.  1.]
9606.ENSP00000353739	[ 0.  0.]
9606.ENSP00000389841	[ 0.  0.]
9606.ENSP00000413418	[ 0.  0.]
9606.ENSP00000221973	[ 1.  0.]
9606.ENSP00000362570	[ 1.  0.]
9606.ENSP00000433352	[ 0.  0.]
9606.ENSP00000385751	[ 1.  1.]
9606.ENSP00000367499	[-1 -1]
9606.ENSP00000347778	[ 1.  0.]
9606.ENSP00000372390	[-1 -1]
9606.ENSP00000250151	[ 0.  0.]
9606.ENSP00000431265	[ 0.  0.]
